Session ended on Wednesday, Sep 10 2003 01:24:42 PM
Question,Time,Attempt,Seat/Name,ID,AB(B=Shared),Answer,CL
2,00:43.2,1,290,000000290,A,3,M
2,00:15.8,1,295,000000295,A,3,M
2,00:03.0,1,296,000000296,A,3,M
2,01:25.7,1,297,000000297,A,3,M
2,00:14.0,2,298,000000298,A,3,M
2,00:16.3,1,299,000000299,A,3,M
2,00:53.6,1,300,000000300,A,3,M
2,01:27.2,1,301,000000301,A,3,M
2,01:13.2,5,302,000000302,A,3,M
2,00:18.6,1,304,000000304,A,3,M
2,00:10.7,1,306,000000306,A,2,M
2,00:15.0,1,307,000000307,A,3,M
2,00:37.7,1,308,000000308,A,3,M
2,00:32.7,2,310,000000310,A,3,M
2,00:22.5,1,311,000000311,A,3,M
2,00:37.9,1,312,000000312,A,4,M
2,00:02.6,1,314,000000314,A,2,M
2,00:04.4,1,315,000000315,A,3,M
2,00:26.5,1,319,000000319,A,3,M
2,02:20.0,2,320,000000320,A,3,M
2,01:05.3,3,321,000000321,A,3,M
2,00:24.8,1,322,000000322,A,3,M
2,00:12.3,4,323,000000323,A,3,M
2,00:19.8,2,324,000000324,A,3,M
2,00:00.6,1,325,000000325,A,3,M
2,00:08.3,1,326,000000326,A,2,M
2,00:54.1,1,327,000000327,A,3,M
2,00:59.0,1,328,000000328,A,3,M
2,00:56.5,1,329,000000329,A,2,M
2,00:17.9,1,331,000000331,A,3,M
2,00:04.5,1,333,000000333,A,3,M
2,00:17.6,1,334,000000334,A,3,M
2,00:13.9,1,335,000000335,A,3,M
2,00:50.2,1,336,000000336,A,2,M
2,00:32.4,2,337,000000337,A,3,M
2,00:09.8,1,338,000000338,A,3,M
2,00:27.6,1,339,000000339,A,3,M
2,02:05.4,1,341,000000341,A,3,M
2,01:15.0,4,342,000000342,A,3,M
2,00:01.3,1,343,000000343,A,3,M
2,00:36.2,4,344,000000344,A,4,M
2,00:08.1,1,345,000000345,A,3,M
2,00:58.4,2,346,000000346,A,3,M
2,01:02.3,3,348,000000348,A,3,L
2,00:06.3,1,349,000000349,A,3,M
2,00:11.3,1,350,000000350,A,3,M
2,02:10.4,1,352,000000352,A,5,M
2,00:13.3,1,354,000000354,A,2,M
2,01:47.7,1,355,000000355,A,2,M
2,00:02.5,1,356,000000356,A,3,H
Question,Answer,All,Low CL,Medium CL,High CL,%,%L,%M,%H
1,1,0,0,0,0,0.0,0.0,0.0,0.0
1,2,0,0,0,0,0.0,0.0,0.0,0.0
1,3,0,0,0,0,0.0,0.0,0.0,0.0
1,4,0,0,0,0,0.0,0.0,0.0,0.0
1,5,0,0,0,0,0.0,0.0,0.0,0.0
1,6,0,0,0,0,0.0,0.0,0.0,0.0
1,7,0,0,0,0,0.0,0.0,0.0,0.0
1,8,0,0,0,0,0.0,0.0,0.0,0.0
1,9,0,0,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0.0,0.0,0.0,0.0
2,1,0,0,0,0,0.0,0.0,0.0,0.0
2,2,24,0,23,1,13.6,0.0,13.1,0.6
2,3,128,1,125,2,72.7,0.6,71.0,1.1
2,4,18,0,17,1,10.2,0.0,9.7,0.6
2,5,5,0,4,1,2.8,0.0,2.3,0.6
2,6,0,0,0,0,0.0,0.0,0.0,0.0
2,7,0,0,0,0,0.0,0.0,0.0,0.0
2,8,0,0,0,0,0.0,0.0,0.0,0.0
2,9,1,0,1,0,0.6,0.0,0.6,0.0
2,0,0,0,0,0,0.0,0.0,0.0,0.0
